Model,Dataset,Hybrid_Name,Budget_Strategy,Dropout_Strategy,Constraint_Type,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Performance_Gap,Performance_Retention,Relative_Performance_Gap,Budget_Utilization,Early_Stopping,Completed_Rounds
LSTM,RightWhaleCalls,Standard_Linear,Standard,Linear,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.148742,False,6
LSTM,RightWhaleCalls,Standard_Linear,Standard,Linear,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.061976,False,6
LSTM,RightWhaleCalls,Standard_Linear,Standard,Linear,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.020659,False,6
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_epochs,1000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.684000,False,7
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.074932,False,7
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.031222,False,7
LSTM,RightWhaleCalls,Standard_Standard,Standard,Standard,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.010407,False,7
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_epochs,1000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,0.525000,False,4
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.210000,False,4
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.021888,False,4
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.009120,False,4
LSTM,RightWhaleCalls,Standard_Aggressive,Standard,Aggressive,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.003040,False,4
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,5
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.349109,False,7
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.145462,False,7
LSTM,RightWhaleCalls,Standard_Gradual,Standard,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.048487,False,7
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_epochs,1000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.420000,False,4
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.044642,False,4
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.018601,False,4
LSTM,RightWhaleCalls,Standard_TwoStage,Standard,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.006200,False,4
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_epochs,1000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,2
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_epochs,2000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,3
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.060941,False,4
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.025392,False,4
LSTM,classification_ozone,Moderate_Linear,Moderate,Linear,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.008464,False,4
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,3
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.032734,False,4
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.013639,False,4
LSTM,classification_ozone,Moderate_Standard,Moderate,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.004546,False,4
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_epochs,1000,0.200000,0.400000,0.200000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_epochs,2000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_epochs,5000,0.400000,0.400000,0.000000,1.000000,0.000000,0.440000,False,4
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.014130,False,4
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.005887,False,4
LSTM,classification_ozone,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.001962,False,4
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_epochs,5000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,4
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.076697,False,4
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.031957,False,4
LSTM,classification_ozone,Moderate_Gradual,Moderate,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.010652,False,4
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_epochs,2000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.032734,False,4
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.013639,False,4
LSTM,classification_ozone,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.004546,False,4
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_epochs,5000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,3
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.065664,False,3
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.027360,False,3
LSTM,classification_ozone,Aggressive_Linear,Aggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.009120,False,3
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.045635,False,3
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.019014,False,3
LSTM,classification_ozone,Aggressive_Standard,Aggressive,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.006338,False,3
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,1000,0.200000,0.600000,0.400000,0.333333,0.666667,1.000000,True,2
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,2000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,2
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.820000,False,3
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.025286,False,3
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.010536,False,3
LSTM,classification_ozone,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.003512,False,3
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_epochs,5000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,3
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.072134,False,3
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.030056,False,3
LSTM,classification_ozone,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.010019,False,3
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.045635,False,3
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.019014,False,3
LSTM,classification_ozone,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.006338,False,3
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_epochs,1000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,2
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.097030,False,5
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.040429,False,5
LSTM,classification_ozone,Conservative_Linear,Conservative,Linear,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.013476,False,5
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_epochs,2000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,2
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.051369,False,5
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.021404,False,5
LSTM,classification_ozone,Conservative_Standard,Conservative,Standard,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.007135,False,5
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_epochs,1000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,2
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_epochs,2000,0.200000,0.600000,0.400000,0.333333,0.666667,1.000000,True,2
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.775000,False,4
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.024693,False,4
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.010289,False,4
LSTM,classification_ozone,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.003430,False,4
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_epochs,1000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_epochs,5000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.129672,False,5
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.054030,False,5
LSTM,classification_ozone,Conservative_Gradual,Conservative,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.018010,False,5
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_epochs,2000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.044242,False,4
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.018434,False,4
LSTM,classification_ozone,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.006145,False,4
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.085187,False,3
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.035495,False,3
LSTM,classification_ozone,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.011832,False,3
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.065158,False,3
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.027149,False,3
LSTM,classification_ozone,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.009050,False,3
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,1000,0.200000,0.600000,0.400000,0.333333,0.666667,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,2000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.044809,False,3
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.018670,False,3
LSTM,classification_ozone,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.006223,False,3
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.091657,False,3
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.038191,False,3
LSTM,classification_ozone,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.012730,False,3
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.065158,False,3
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.027149,False,3
LSTM,classification_ozone,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.009050,False,3
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,5
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.044355,False,6
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.018481,False,6
LSTM,classification_ozone,Standard_Linear,Standard,Linear,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.006160,False,6
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_epochs,5000,0.400000,0.400000,0.000000,1.000000,0.000000,0.684000,False,7
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.021032,False,7
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.008763,False,7
LSTM,classification_ozone,Standard_Standard,Standard,Standard,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.002921,False,7
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,4
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,0.525000,False,4
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.210000,False,4
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.006693,False,4
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.002789,False,4
LSTM,classification_ozone,Standard_Aggressive,Standard,Aggressive,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.000930,False,4
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_epochs,1000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_epochs,2000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,3
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,5
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.109556,False,7
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.045648,False,7
LSTM,classification_ozone,Standard_Gradual,Standard,Gradual,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.015216,False,7
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_epochs,2000,0.200000,0.400000,0.200000,0.500000,0.500000,1.000000,True,4
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_epochs,5000,0.400000,0.400000,0.000000,1.000000,0.000000,0.420000,False,4
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.013495,False,4
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.005623,False,4
LSTM,classification_ozone,Standard_TwoStage,Standard,TwoStage,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.001874,False,4
Transformer,AbnormalHeartbeat,Moderate_Linear,Moderate,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
Transformer,AbnormalHeartbeat,Moderate_Linear,Moderate,Linear,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
Transformer,AbnormalHeartbeat,Moderate_Linear,Moderate,Linear,max_epochs,5000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,4
Transformer,AbnormalHeartbeat,Moderate_Linear,Moderate,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.435365,False,4
