Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
LSTM,Adiac,83,2185437,0.3248,5,No
LSTM,Adiac,77,575037,0.2227,5,No
LSTM,Adiac,48,189847,0.2013,5,No
LSTM,Adiac,70,837271,0.3175,5,No
LSTM,Adiac,84,82197,0.2005,5,No
LSTM,Adiac,46,286309,0.3060,5,No
LSTM,Adiac,79,1250637,0.3575,5,No
LSTM,Adiac,41,459277,0.3592,5,No
LSTM,Adiac,15,189847,0.2099,5,No
LSTM,Adiac,12,1085077,0.3055,5,No
LSTM,Adiac,24,141061,0.3411,5,No
LSTM,Adiac,23,101389,0.4003,5,No
LSTM,Adiac,40,167077,0.3034,5,No
LSTM,Adiac,47,2232613,0.3962,5,No
LSTM,Adiac,78,2770909,0.3694,5,No
LSTM,Adiac,85,488701,0.2652,5,No
LSTM,Adiac,71,274859,0.3144,5,No
LSTM,Adiac,100,2848813,0.3236,5,No
LSTM,Adiac,76,99019,0.3659,5,No
LSTM,Adiac,82,533269,0.2211,5,No
LSTM,Adiac,49,45157,0.1903,5,No
LSTM,Adiac,22,1495933,0.2846,5,No
LSTM,Adiac,25,1877605,0.3880,5,No
LSTM,Adiac,13,286309,0.3246,5,No
LSTM,Adiac,14,2232613,0.3842,5,No
LSTM,Adiac,50,701661,0.2428,5,No
LSTM,Adiac,68,43093,0.2237,5,No
LSTM,Adiac,57,141061,0.3187,5,No
LSTM,Adiac,61,109093,0.2734,5,No
LSTM,Adiac,95,2167733,0.2983,5,No
LSTM,Adiac,59,147269,0.2163,5,No
LSTM,Adiac,92,1608637,0.3674,5,No
LSTM,Adiac,66,880741,0.3597,5,No
LSTM,Adiac,32,734989,0.3745,5,No
LSTM,Adiac,35,429349,0.3801,5,No
LSTM,Adiac,3,68869,0.2889,5,No
LSTM,Adiac,4,1291221,0.2836,5,No
LSTM,Adiac,58,1877605,0.3526,5,No
LSTM,Adiac,67,1055959,0.3218,5,No
LSTM,Adiac,93,185599,0.2701,5,No
LSTM,Adiac,94,882917,0.2563,5,No
LSTM,Adiac,60,386347,0.3383,5,No
LSTM,Adiac,69,1796461,0.3386,5,No
LSTM,Adiac,56,101389,0.3625,5,No
LSTM,Adiac,51,855013,0.2744,5,No
LSTM,Adiac,5,538507,0.3073,5,No
LSTM,Adiac,2,429349,0.3975,5,No
LSTM,Adiac,34,117471,0.3832,5,No
LSTM,Adiac,33,880741,0.3676,5,No
LSTM,Adiac,11,377749,0.1804,5,No
LSTM,Adiac,29,2186557,0.3801,5,No
LSTM,Adiac,16,45157,0.2082,5,No
LSTM,Adiac,20,328279,0.1834,5,No
LSTM,Adiac,18,855013,0.2851,5,No
LSTM,Adiac,27,386347,0.3534,5,No
LSTM,Adiac,73,635293,0.3661,5,No
LSTM,Adiac,87,1772965,0.3488,5,No
LSTM,Adiac,80,202879,0.2777,5,No
LSTM,Adiac,74,227893,0.1967,5,No
LSTM,Adiac,42,127317,0.2815,5,No
LSTM,Adiac,89,157627,0.2301,5,No
LSTM,Adiac,45,1085077,0.2961,5,No
LSTM,Adiac,19,529021,0.3618,5,No
LSTM,Adiac,26,147269,0.2283,5,No
LSTM,Adiac,21,641899,0.2507,5,No
LSTM,Adiac,28,109093,0.2991,5,No
LSTM,Adiac,17,701661,0.2861,5,No
LSTM,Adiac,10,871959,0.3304,5,No
LSTM,Adiac,44,377749,0.1679,5,No
LSTM,Adiac,43,871959,0.3146,5,No
LSTM,Adiac,88,751285,0.3636,5,No
LSTM,Adiac,75,1518613,0.3325,5,No
LSTM,Adiac,81,705559,0.3521,5,No
LSTM,Adiac,86,504541,0.2752,5,No
LSTM,Adiac,72,3395773,0.3304,5,No
LSTM,ArrowHead,36,63939,0.6493,5,No
LSTM,ArrowHead,9,122251,0.7265,5,No
LSTM,ArrowHead,31,169923,0.6642,5,No
LSTM,ArrowHead,7,156163,0.7619,5,No
LSTM,ArrowHead,38,525349,0.7107,5,No
LSTM,ArrowHead,54,627517,0.7656,5,No
LSTM,ArrowHead,98,514557,0.7749,5,No
LSTM,ArrowHead,53,312809,0.6679,5,No
LSTM,ArrowHead,91,231939,0.6856,5,No
LSTM,ArrowHead,65,719587,0.7628,5,No
LSTM,ArrowHead,62,2173603,0.8140,5,No
LSTM,ArrowHead,96,604003,0.6726,5,No
LSTM,ArrowHead,1,112609,0.7833,5,No
LSTM,ArrowHead,39,529191,0.7200,5,No
LSTM,ArrowHead,6,529191,0.7535,5,No
LSTM,ArrowHead,30,466033,0.8084,5,No
LSTM,ArrowHead,8,447139,0.8130,5,No
LSTM,ArrowHead,37,1278403,0.7563,5,No
LSTM,ArrowHead,97,101913,0.6791,5,No
LSTM,ArrowHead,63,466033,0.7991,5,No
LSTM,ArrowHead,64,169923,0.6344,5,No
LSTM,ArrowHead,90,43683,0.6521,5,No
LSTM,ArrowHead,99,798763,0.8121,5,No
LSTM,ArrowHead,52,522663,0.7321,5,No
LSTM,ArrowHead,55,1485223,0.7647,5,No
LSTM,ArrowHead,83,2168743,0.7544,5,No
LSTM,ArrowHead,77,566503,0.6874,5,No
LSTM,ArrowHead,48,178185,0.7107,5,No
LSTM,ArrowHead,70,824113,0.8140,5,No
LSTM,ArrowHead,84,76791,0.6763,5,No
LSTM,ArrowHead,46,278659,0.7433,5,No
LSTM,ArrowHead,79,1238023,0.7572,5,No
LSTM,ArrowHead,41,447139,0.7991,5,No
LSTM,ArrowHead,15,178185,0.7284,5,No
LSTM,ArrowHead,12,1070083,0.8047,5,No
LSTM,ArrowHead,24,135723,0.7581,5,No
LSTM,ArrowHead,23,95779,0.7591,5,No
LSTM,ArrowHead,40,156163,0.7386,5,No
LSTM,ArrowHead,47,2219523,0.7944,5,No
LSTM,ArrowHead,78,2756323,0.8065,5,No
LSTM,ArrowHead,85,475203,0.7386,5,No
LSTM,ArrowHead,71,265509,0.7656,5,No
LSTM,ArrowHead,100,2834023,0.7795,5,No
LSTM,ArrowHead,76,93477,0.7637,5,No
LSTM,ArrowHead,82,519159,0.7321,5,No
LSTM,ArrowHead,49,39683,0.6223,5,No
LSTM,ArrowHead,22,1485223,0.7340,5,No
LSTM,ArrowHead,25,1865603,0.8112,5,No
LSTM,ArrowHead,13,278659,0.7609,5,No
LSTM,ArrowHead,14,2219523,0.8205,5,No
LSTM,ArrowHead,50,685443,0.6549,5,No
LSTM,ArrowHead,68,37755,0.6986,5,No
LSTM,ArrowHead,57,135723,0.7823,5,No
LSTM,ArrowHead,61,100355,0.7200,5,No
LSTM,ArrowHead,95,2151107,0.7991,5,No
LSTM,ArrowHead,59,139959,0.6800,5,No
LSTM,ArrowHead,92,1594323,0.7823,5,No
LSTM,ArrowHead,66,867243,0.8009,5,No
LSTM,ArrowHead,32,719587,0.7581,5,No
LSTM,ArrowHead,35,417619,0.7926,5,No
LSTM,ArrowHead,3,63939,0.6847,5,No
LSTM,ArrowHead,4,1278403,0.7600,5,No
LSTM,ArrowHead,58,1865603,0.8065,5,No
LSTM,ArrowHead,67,1041169,0.8074,5,No
LSTM,ArrowHead,93,174073,0.7488,5,No
LSTM,ArrowHead,94,866019,0.7712,5,No
LSTM,ArrowHead,60,375229,0.7805,5,No
LSTM,ArrowHead,69,1781331,0.7860,5,No
LSTM,ArrowHead,56,95779,0.8000,5,No
LSTM,ArrowHead,51,838387,0.7647,5,No
LSTM,ArrowHead,5,525349,0.7191,5,No
LSTM,ArrowHead,2,417619,0.8084,5,No
LSTM,ArrowHead,34,112609,0.7712,5,No
LSTM,ArrowHead,33,867243,0.8074,5,No
LSTM,ArrowHead,11,361123,0.7200,5,No
LSTM,ArrowHead,29,2173603,0.8121,5,No
LSTM,ArrowHead,16,39683,0.6186,5,No
LSTM,ArrowHead,20,312809,0.7005,5,No
LSTM,ArrowHead,18,838387,0.7888,5,No
LSTM,ArrowHead,27,375229,0.7991,5,No
LSTM,ArrowHead,73,628323,0.7767,5,No
LSTM,ArrowHead,87,1761303,0.7684,5,No
LSTM,ArrowHead,80,190809,0.7367,5,No
LSTM,ArrowHead,74,215075,0.6837,5,No
LSTM,ArrowHead,42,122251,0.7247,5,No
LSTM,ArrowHead,89,150589,0.6828,5,No
LSTM,ArrowHead,45,1070083,0.8000,5,No
LSTM,ArrowHead,19,522663,0.7702,5,No
LSTM,ArrowHead,26,139959,0.6856,5,No
LSTM,ArrowHead,21,627517,0.7656,5,No
LSTM,ArrowHead,28,100355,0.7172,5,No
LSTM,ArrowHead,17,685443,0.6512,5,No
LSTM,ArrowHead,10,858529,0.8037,5,No
LSTM,ArrowHead,44,361123,0.7172,5,No
LSTM,ArrowHead,43,858529,0.8037,5,No
LSTM,ArrowHead,88,743703,0.7591,5,No
LSTM,ArrowHead,75,1504707,0.7730,5,No
LSTM,ArrowHead,81,693489,0.8102,5,No
LSTM,ArrowHead,86,496551,0.7005,5,No
LSTM,ArrowHead,72,3379623,0.8093,5,No
LSTM,Beef,36,13997,0.2933,5,No
LSTM,Beef,9,197453,0.3267,5,No
LSTM,Beef,31,370877,0.3100,5,No
LSTM,Beef,7,183925,0.2967,5,No
LSTM,Beef,38,145629,0.2867,5,No
LSTM,Beef,54,97685,0.3600,5,No
LSTM,Beef,98,8501,0.2967,5,Yes
LSTM,Beef,53,94775,0.3033,5,No
LSTM,Beef,91,27935,0.2900,5,No
LSTM,Beef,65,400685,0.3233,5,No
LSTM,Beef,62,840637,0.3433,5,No
LSTM,Beef,96,576077,0.3600,5,No
LSTM,Beef,1,35197,0.2800,5,No
LSTM,Beef,39,511893,0.3533,5,No
LSTM,Beef,6,79349,0.2733,5,No
LSTM,Beef,30,40589,0.2867,5,No
LSTM,Beef,8,347255,0.3467,5,No
LSTM,Beef,37,88317,0.3100,5,No
LSTM,Beef,97,108059,0.2767,5,No
LSTM,Beef,63,259637,0.3200,5,No
LSTM,Beef,64,43429,0.2733,5,No
LSTM,Beef,90,59045,0.3133,5,No
LSTM,Beef,99,172045,0.3133,5,No
LSTM,Beef,52,16565,0.2867,5,No
LSTM,Beef,55,341749,0.3367,5,No
LSTM,Beef,83,423797,0.3000,5,No
LSTM,Beef,77,191173,0.3567,5,No
LSTM,Beef,48,36181,0.3200,5,Yes
LSTM,Beef,70,45365,0.2767,5,No
LSTM,Beef,84,279109,0.3200,5,No
LSTM,Beef,46,23397,0.2767,5,No
LSTM,Beef,79,128635,0.3467,5,No
LSTM,Beef,41,115629,0.2867,5,No
LSTM,Beef,15,8959,0.2467,5,No
LSTM,Beef,12,17005,0.2733,5,No
LSTM,Beef,24,385637,0.3533,5,No
LSTM,Beef,23,341749,0.2967,5,No
LSTM,Beef,40,205205,0.3167,5,No
LSTM,Beef,47,201115,0.3433,5,No
LSTM,Beef,78,52037,0.3033,5,No
LSTM,Beef,85,9911,0.3000,5,Yes
LSTM,Beef,71,93803,0.3100,5,No
LSTM,Beef,100,214037,0.3167,5,No
LSTM,Beef,76,269357,0.2867,5,No
LSTM,Beef,82,49919,0.3033,5,No
LSTM,Beef,49,28997,0.2667,5,No
LSTM,Beef,22,184037,0.2900,5,No
LSTM,Beef,25,54199,0.3333,5,No
LSTM,Beef,13,256365,0.2667,5,No
LSTM,Beef,14,9911,0.2533,5,No
LSTM,Beef,50,523037,0.2867,5,No
LSTM,Beef,68,431645,0.3467,5,No
LSTM,Beef,57,32837,0.2433,5,No
LSTM,Beef,61,641077,0.3633,5,No
LSTM,Beef,95,854901,0.3600,5,No
LSTM,Beef,59,33439,0.2933,5,No
LSTM,Beef,92,328325,0.3100,5,No
LSTM,Beef,66,187989,0.3200,5,No
LSTM,Beef,32,150229,0.3767,5,No
LSTM,Beef,35,250165,0.3300,5,No
LSTM,Beef,3,170877,0.3133,5,No
LSTM,Beef,4,149765,0.3400,5,No
LSTM,Beef,58,225293,0.3167,5,No
LSTM,Beef,67,17995,0.2833,5,No
LSTM,Beef,93,123485,0.3100,5,No
LSTM,Beef,94,455621,0.3300,5,No
LSTM,Beef,60,33413,0.2833,5,No
LSTM,Beef,69,60765,0.2900,5,No
LSTM,Beef,56,397229,0.2933,5,No
LSTM,Beef,51,148109,0.3200,5,No
LSTM,Beef,5,149765,0.2933,5,No
LSTM,Beef,2,59069,0.2967,5,No
LSTM,Beef,34,60765,0.3233,5,No
LSTM,Beef,33,47869,0.2667,5,No
LSTM,Beef,11,26655,0.2933,5,No
LSTM,Beef,29,666125,0.3267,5,No
LSTM,Beef,16,24469,0.2933,5,No
LSTM,Beef,20,784781,0.3633,5,No
LSTM,Beef,18,180725,0.3700,5,No
LSTM,Beef,27,156397,0.2900,5,No
LSTM,Beef,73,256365,0.2567,5,No
LSTM,Beef,87,78445,0.3267,5,No
LSTM,Beef,80,204485,0.2900,5,No
LSTM,Beef,74,123323,0.2833,5,No
LSTM,Beef,42,20639,0.2867,5,No
LSTM,Beef,89,150229,0.3467,5,No
LSTM,Beef,45,35255,0.3100,5,Yes
LSTM,Beef,19,744149,0.3467,5,No
LSTM,Beef,26,19349,0.2667,5,No
LSTM,Beef,21,47159,0.3033,5,No
LSTM,Beef,28,134613,0.3267,5,No
LSTM,Beef,17,168955,0.2833,5,No
LSTM,Beef,10,6789,0.2800,5,Yes
LSTM,Beef,44,218399,0.3400,5,No
LSTM,Beef,43,66373,0.3200,5,No
LSTM,Beef,88,66981,0.3033,5,No
LSTM,Beef,75,36325,0.3300,5,Yes
LSTM,Beef,81,50621,0.2667,5,No
LSTM,Beef,86,53357,0.2667,5,No
LSTM,Beef,72,331821,0.3133,5,No
LSTM,BeetleFly,36,63794,0.7800,5,No
LSTM,BeetleFly,9,122102,0.7750,5,No
LSTM,BeetleFly,31,169686,0.7750,5,No
LSTM,BeetleFly,7,155842,0.7950,5,No
LSTM,BeetleFly,38,524962,0.7950,5,No
LSTM,BeetleFly,54,627094,0.7950,5,No
LSTM,BeetleFly,98,514174,0.8000,5,No
LSTM,BeetleFly,53,312354,0.8000,5,No
LSTM,BeetleFly,91,231682,0.8150,5,No
LSTM,BeetleFly,65,719134,0.7900,5,No
LSTM,BeetleFly,62,2173222,0.7900,5,No
LSTM,BeetleFly,96,603802,0.7800,5,No
LSTM,BeetleFly,1,112466,0.7950,5,No
LSTM,BeetleFly,39,528772,0.7400,5,No
LSTM,BeetleFly,6,528772,0.7500,5,No
LSTM,BeetleFly,30,465742,0.7950,5,No
LSTM,BeetleFly,8,446782,0.7850,5,No
LSTM,BeetleFly,37,1278026,0.7750,5,No
LSTM,BeetleFly,97,101654,0.7550,5,No
LSTM,BeetleFly,63,465742,0.7950,5,No
LSTM,BeetleFly,64,169686,0.7600,5,No
LSTM,BeetleFly,90,43514,0.7550,5,No
LSTM,BeetleFly,99,798382,0.7700,5,No
LSTM,BeetleFly,52,522476,0.7600,5,No
LSTM,BeetleFly,55,1484908,0.7950,5,No
LSTM,BeetleFly,83,2168252,0.8100,5,No
LSTM,BeetleFly,77,566252,0.7700,5,No
LSTM,BeetleFly,48,177842,0.7750,5,No
LSTM,BeetleFly,70,823726,0.8050,5,No
LSTM,BeetleFly,84,76632,0.7350,5,No
LSTM,BeetleFly,46,278434,0.8100,5,No
LSTM,BeetleFly,79,1237652,0.7850,5,No
LSTM,BeetleFly,41,446782,0.7800,5,No
LSTM,BeetleFly,15,177842,0.8000,5,No
LSTM,BeetleFly,12,1069642,0.8350,5,No
LSTM,BeetleFly,24,135566,0.7850,5,No
LSTM,BeetleFly,23,95614,0.7850,5,No
LSTM,BeetleFly,40,155842,0.7850,5,No
LSTM,BeetleFly,47,2219138,0.7950,5,No
LSTM,BeetleFly,78,2755894,0.7850,5,No
LSTM,BeetleFly,85,474806,0.8150,5,No
LSTM,BeetleFly,71,265234,0.8100,5,No
LSTM,BeetleFly,100,2833588,0.7650,5,No
LSTM,BeetleFly,76,93314,0.7750,5,No
LSTM,BeetleFly,82,518744,0.7550,5,No
LSTM,BeetleFly,49,39522,0.7850,5,No
LSTM,BeetleFly,22,1484908,0.7850,5,No
LSTM,BeetleFly,25,1865250,0.7800,5,No
LSTM,BeetleFly,13,278434,0.8050,5,No
LSTM,BeetleFly,14,2219138,0.7700,5,No
LSTM,BeetleFly,50,684966,0.7250,5,No
LSTM,BeetleFly,68,37598,0.7100,5,Yes
LSTM,BeetleFly,57,135566,0.7750,5,No
LSTM,BeetleFly,61,100098,0.7700,5,No
LSTM,BeetleFly,95,2150618,0.7800,5,No
LSTM,BeetleFly,59,139744,0.7800,5,No
LSTM,BeetleFly,92,1593902,0.7600,5,No
LSTM,BeetleFly,66,866846,0.8300,5,No
LSTM,BeetleFly,32,719134,0.7900,5,No
LSTM,BeetleFly,35,417274,0.8250,5,No
LSTM,BeetleFly,3,63794,0.7200,5,No
LSTM,BeetleFly,4,1278026,0.7950,5,No
LSTM,BeetleFly,58,1865250,0.7750,5,No
LSTM,BeetleFly,67,1040734,0.7750,5,No
LSTM,BeetleFly,93,173734,0.8250,5,No
LSTM,BeetleFly,94,865522,0.8050,5,No
LSTM,BeetleFly,60,374902,0.8200,5,No
LSTM,BeetleFly,69,1780886,0.8300,5,No
LSTM,BeetleFly,56,95614,0.7750,5,No
LSTM,BeetleFly,51,837898,0.7850,5,No
LSTM,BeetleFly,5,524962,0.7900,5,No
LSTM,BeetleFly,2,417274,0.8250,5,No
LSTM,BeetleFly,34,112466,0.7650,5,No
LSTM,BeetleFly,33,866846,0.7850,5,No
LSTM,BeetleFly,11,360634,0.7850,5,No
LSTM,BeetleFly,29,2173222,0.7650,5,No
LSTM,BeetleFly,16,39522,0.7750,5,No
LSTM,BeetleFly,20,312354,0.7750,5,No
LSTM,BeetleFly,18,837898,0.8350,5,No
LSTM,BeetleFly,27,374902,0.8050,5,No
LSTM,BeetleFly,73,628118,0.7450,5,No
LSTM,BeetleFly,87,1760960,0.7750,5,No
LSTM,BeetleFly,80,190454,0.7700,5,No
LSTM,BeetleFly,74,214698,0.7650,5,No
LSTM,BeetleFly,42,122102,0.7750,5,No
LSTM,BeetleFly,89,150382,0.8000,5,No
LSTM,BeetleFly,45,1069642,0.7950,5,No
LSTM,BeetleFly,19,522476,0.7550,5,No
LSTM,BeetleFly,26,139744,0.7150,5,No
LSTM,BeetleFly,21,627094,0.7500,5,No
LSTM,BeetleFly,28,100098,0.7800,5,No
LSTM,BeetleFly,17,684966,0.7350,5,No
LSTM,BeetleFly,10,858134,0.7800,5,No
LSTM,BeetleFly,44,360634,0.7600,5,No
LSTM,BeetleFly,43,858134,0.7900,5,No
LSTM,BeetleFly,88,743480,0.7650,5,No
LSTM,BeetleFly,75,1504298,0.7650,5,No
LSTM,BeetleFly,81,693134,0.8100,5,No
LSTM,BeetleFly,86,496316,0.7400,5,No
LSTM,BeetleFly,72,3379148,0.7850,5,No
LSTM,BinaryHeartbeat,36,63794,0.7317,5,No
LSTM,BinaryHeartbeat,9,122102,0.7312,5,No
LSTM,BinaryHeartbeat,31,169686,0.7317,5,No
LSTM,BinaryHeartbeat,7,155842,0.7317,5,No
LSTM,BinaryHeartbeat,38,524962,0.7317,5,No
LSTM,BinaryHeartbeat,54,627094,0.7317,5,No
LSTM,BinaryHeartbeat,98,514174,0.7317,5,No
LSTM,BinaryHeartbeat,53,312354,0.7298,5,No
LSTM,BinaryHeartbeat,91,231682,0.7312,5,No
LSTM,BinaryHeartbeat,65,719134,0.7317,5,No
LSTM,BinaryHeartbeat,62,2173222,0.7317,5,No
LSTM,BinaryHeartbeat,96,603802,0.7317,5,No
LSTM,BinaryHeartbeat,1,112466,0.7317,5,No
LSTM,BinaryHeartbeat,39,528772,0.7317,5,No
LSTM,BinaryHeartbeat,6,528772,0.7317,5,No
LSTM,BinaryHeartbeat,30,465742,0.7317,5,No
LSTM,BinaryHeartbeat,8,446782,0.7317,5,No
LSTM,BinaryHeartbeat,37,1278026,0.7327,5,No
LSTM,BinaryHeartbeat,97,101654,0.7302,5,No
LSTM,BinaryHeartbeat,63,465742,0.7317,5,No
LSTM,BinaryHeartbeat,64,169686,0.7312,5,No
LSTM,BinaryHeartbeat,90,43514,0.7317,5,No
LSTM,BinaryHeartbeat,99,798382,0.7317,5,No
LSTM,BinaryHeartbeat,52,522476,0.7317,5,No
LSTM,BinaryHeartbeat,55,1484908,0.7317,5,No
LSTM,BinaryHeartbeat,83,2168252,0.7317,5,No
LSTM,BinaryHeartbeat,77,566252,0.7317,5,No
LSTM,BinaryHeartbeat,48,177842,0.7317,5,No
LSTM,BinaryHeartbeat,70,823726,0.7317,5,No
LSTM,BinaryHeartbeat,84,76632,0.7322,5,No
LSTM,BinaryHeartbeat,46,278434,0.7317,5,No
LSTM,BinaryHeartbeat,79,1237652,0.7312,5,No
LSTM,BinaryHeartbeat,41,446782,0.7317,5,No
LSTM,BinaryHeartbeat,15,177842,0.7317,5,No
LSTM,BinaryHeartbeat,12,1069642,0.7317,5,No
LSTM,BinaryHeartbeat,24,135566,0.7317,5,No
LSTM,BinaryHeartbeat,23,95614,0.7317,5,No
LSTM,BinaryHeartbeat,40,155842,0.7312,5,No
LSTM,BinaryHeartbeat,47,2219138,0.7317,5,No
LSTM,BinaryHeartbeat,78,2755894,0.7317,5,No
LSTM,BinaryHeartbeat,85,474806,0.7317,5,No
LSTM,BinaryHeartbeat,71,265234,0.7317,5,No
LSTM,BinaryHeartbeat,100,2833588,0.7317,5,No
LSTM,BinaryHeartbeat,76,93314,0.7317,5,No
LSTM,BinaryHeartbeat,82,518744,0.7317,5,No
LSTM,BinaryHeartbeat,49,39522,0.7312,5,No
LSTM,BinaryHeartbeat,22,1484908,0.7317,5,No
LSTM,BinaryHeartbeat,25,1865250,0.7317,5,No
LSTM,BinaryHeartbeat,13,278434,0.7317,5,No
LSTM,BinaryHeartbeat,14,2219138,0.7317,5,No
LSTM,BinaryHeartbeat,50,684966,0.7317,5,No
LSTM,BinaryHeartbeat,68,37598,0.7317,5,Yes
LSTM,BinaryHeartbeat,57,135566,0.7317,5,No
LSTM,BinaryHeartbeat,61,100098,0.7317,5,No
LSTM,BinaryHeartbeat,95,2150618,0.7337,5,No
LSTM,BinaryHeartbeat,59,139744,0.7317,5,No
LSTM,BinaryHeartbeat,92,1593902,0.7317,5,No
LSTM,BinaryHeartbeat,66,866846,0.7317,5,No
LSTM,BinaryHeartbeat,32,719134,0.7317,5,No
LSTM,BinaryHeartbeat,35,417274,0.7317,5,No
LSTM,BinaryHeartbeat,3,63794,0.7317,4,No
LSTM,BinaryHeartbeat,4,1278026,0.7322,5,No
LSTM,BinaryHeartbeat,58,1865250,0.7317,5,No
LSTM,BinaryHeartbeat,67,1040734,0.7317,5,No
LSTM,BinaryHeartbeat,93,173734,0.7317,5,No
LSTM,BinaryHeartbeat,94,865522,0.7317,5,No
LSTM,BinaryHeartbeat,60,374902,0.7317,5,No
LSTM,BinaryHeartbeat,69,1780886,0.7322,5,No
LSTM,BinaryHeartbeat,56,95614,0.7317,5,No
LSTM,BinaryHeartbeat,51,837898,0.7317,5,No
LSTM,BinaryHeartbeat,5,524962,0.7317,5,No
LSTM,BinaryHeartbeat,2,417274,0.7317,5,No
LSTM,BinaryHeartbeat,34,112466,0.7317,5,No
LSTM,BinaryHeartbeat,33,866846,0.7317,5,No
LSTM,BinaryHeartbeat,11,360634,0.7317,5,No
LSTM,BinaryHeartbeat,29,2173222,0.7317,5,No
LSTM,BinaryHeartbeat,16,39522,0.7312,5,No
LSTM,BinaryHeartbeat,20,312354,0.7322,5,No
LSTM,BinaryHeartbeat,18,837898,0.7317,5,No
LSTM,BinaryHeartbeat,27,374902,0.7317,5,No
LSTM,BinaryHeartbeat,73,628118,0.7317,5,No
LSTM,BinaryHeartbeat,87,1760960,0.7317,5,No
LSTM,BinaryHeartbeat,80,190454,0.7317,5,No
LSTM,BinaryHeartbeat,74,214698,0.7317,5,No
LSTM,BinaryHeartbeat,42,122102,0.7312,5,No
LSTM,BinaryHeartbeat,89,150382,0.7327,5,No
LSTM,BinaryHeartbeat,45,1069642,0.7317,5,No
LSTM,BinaryHeartbeat,19,522476,0.7317,5,No
LSTM,BinaryHeartbeat,26,139744,0.7317,5,No
LSTM,BinaryHeartbeat,21,627094,0.7317,5,No
LSTM,BinaryHeartbeat,28,100098,0.7317,5,No
LSTM,BinaryHeartbeat,17,684966,0.7317,5,No
LSTM,BinaryHeartbeat,10,858134,0.7317,5,No
LSTM,BinaryHeartbeat,44,360634,0.7307,5,No
LSTM,BinaryHeartbeat,43,858134,0.7317,5,No
LSTM,BinaryHeartbeat,88,743480,0.7317,5,No
LSTM,BinaryHeartbeat,75,1504298,0.7317,5,No
LSTM,BinaryHeartbeat,81,693134,0.7317,5,No
LSTM,BinaryHeartbeat,86,496316,0.7317,5,No
LSTM,BinaryHeartbeat,72,3379148,0.7322,5,No
LSTM,BirdChicken,36,63794,0.6550,5,No
LSTM,BirdChicken,9,122102,0.6450,5,No
LSTM,BirdChicken,31,169686,0.6600,5,No
LSTM,BirdChicken,7,155842,0.7150,5,No
LSTM,BirdChicken,38,524962,0.7150,5,No
LSTM,BirdChicken,54,627094,0.6700,5,No
LSTM,BirdChicken,98,514174,0.7600,5,No
LSTM,BirdChicken,53,312354,0.6700,5,No
LSTM,BirdChicken,91,231682,0.6800,5,No
LSTM,BirdChicken,65,719134,0.6700,5,No
LSTM,BirdChicken,62,2173222,0.8350,5,No
LSTM,BirdChicken,96,603802,0.6700,5,No
LSTM,BirdChicken,1,112466,0.7650,5,No
LSTM,BirdChicken,39,528772,0.7200,5,No
LSTM,BirdChicken,6,528772,0.7500,5,No
LSTM,BirdChicken,30,465742,0.7800,5,No
LSTM,BirdChicken,8,446782,0.7900,5,No
LSTM,BirdChicken,37,1278026,0.6600,5,No
LSTM,BirdChicken,97,101654,0.6200,5,No
LSTM,BirdChicken,63,465742,0.7800,5,No
LSTM,BirdChicken,64,169686,0.6350,5,No
LSTM,BirdChicken,90,43514,0.6500,5,No
LSTM,BirdChicken,99,798382,0.7250,5,No
LSTM,BirdChicken,52,522476,0.7500,5,No
LSTM,BirdChicken,55,1484908,0.7350,5,No
LSTM,BirdChicken,83,2168252,0.7600,5,No
LSTM,BirdChicken,77,566252,0.6900,5,No
LSTM,BirdChicken,48,177842,0.6850,5,No
LSTM,BirdChicken,70,823726,0.7400,5,No
LSTM,BirdChicken,84,76632,0.5650,5,No
LSTM,BirdChicken,46,278434,0.7000,5,No
LSTM,BirdChicken,79,1237652,0.8250,5,No
LSTM,BirdChicken,41,446782,0.7900,5,No
LSTM,BirdChicken,15,177842,0.6400,5,No
LSTM,BirdChicken,12,1069642,0.7050,5,No
LSTM,BirdChicken,24,135566,0.7350,5,No
LSTM,BirdChicken,23,95614,0.7700,5,No
LSTM,BirdChicken,40,155842,0.7500,5,No
LSTM,BirdChicken,47,2219138,0.8300,5,No
LSTM,BirdChicken,78,2755894,0.7750,5,No
LSTM,BirdChicken,85,474806,0.8050,5,No
LSTM,BirdChicken,71,265234,0.7000,5,No
LSTM,BirdChicken,100,2833588,0.7950,5,No
LSTM,BirdChicken,76,93314,0.7350,5,No
LSTM,BirdChicken,82,518744,0.7650,5,No
LSTM,BirdChicken,49,39522,0.5700,5,No
LSTM,BirdChicken,22,1484908,0.7500,5,No
LSTM,BirdChicken,25,1865250,0.7550,5,No
LSTM,BirdChicken,13,278434,0.7200,5,No
LSTM,BirdChicken,14,2219138,0.7850,5,No
LSTM,BirdChicken,50,684966,0.6750,5,No
LSTM,BirdChicken,68,37598,0.5800,5,No
LSTM,BirdChicken,57,135566,0.6450,5,No
LSTM,BirdChicken,61,100098,0.7850,5,No
LSTM,BirdChicken,95,2150618,0.8150,5,No
LSTM,BirdChicken,59,139744,0.6250,5,No
LSTM,BirdChicken,92,1593902,0.7850,5,No
LSTM,BirdChicken,66,866846,0.7800,5,No
